년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시
2023,03,10,138866,91060,68901,22159,32.2,2023/03/10(09:00)
2023,03,09,138866,92036,72032,20004,27.8,2023/03/09(10:00)
2023,03,08,138866,92310,70657,21653,30.6,2023/03/08(09:00)
2023,03,07,138860,93336,72608,20728,28.5,2023/03/07(09:00)
2023,03,06,138860,92749,72424,20325,28.1,2023/03/06(09:00)
2023,03,05,138860,87307,62329,24978,40.1,2023/03/05(20:00)
2023,03,04,138860,90987,64218,26769,41.7,2023/03/04(01:00)
2023,03,03,138860,98244,75363,22881,30.4,2023/03/03(09:00)
2023,03,02,138860,97952,76510,21442,28,2023/03/02(19:00)
2023,03,01,138846,92683,69174,23509,34,2023/03/01(20:00)
2023,02,28,138846,95866,74655,21211,28.4,2023/02/28(09:00)
2023,02,27,138846,95543,74630,20913,28,2023/02/27(09:00)
2023,02,26,138846,96610,64923,31687,48.8,2023/02/26(20:00)
2023,02,25,138846,96966,66816,30150,45.1,2023/02/25(01:00)
2023,02,24,138846,98287,76151,22136,29.1,2023/02/24(09:00)
2023,02,23,138846,99004,76790,22214,28.9,2023/02/23(09:00)
2023,02,22,138846,98864,78537,20327,25.9,2023/02/22(09:00)
2023,02,21,138840,97554,79297,18257,23,2023/02/21(09:00)
2023,02,20,138840,97609,78791,18818,23.9,2023/02/20(19:00)
2023,02,19,138840,97215,65618,31597,48.2,2023/02/19(20:00)
2023,02,18,138840,94387,68387,26000,38,2023/02/18(11:00)
2023,02,17,138840,98378,79701,18677,23.4,2023/02/17(10:00)
2023,02,16,138840,99109,81126,17983,22.2,2023/02/16(10:00)
2023,02,15,138840,99470,80643,18827,23.3,2023/02/15(10:00)
2023,02,14,138817,98967,79024,19943,25.2,2023/02/14(09:00)
2023,02,13,138817,99986,81235,18751,23.1,2023/02/13(11:00)
2023,02,12,138817,98838,65888,32950,50,2023/02/12(19:00)
2023,02,11,138817,97867,67796,30071,44.4,2023/02/11(01:00)
2023,02,10,138817,99009,81340,17669,21.7,2023/02/10(10:00)
2023,02,09,138817,99329,80850,18479,22.9,2023/02/09(09:00)
2023,02,08,138817,99128,81028,18100,22.3,2023/02/08(09:00)
2023,02,07,138647,97301,81585,15716,19.3,2023/02/07(10:00)
2023,02,06,138647,100804,81935,18869,23,2023/02/06(10:00)
2023,02,05,138647,100338,67195,33143,49.3,2023/02/05(20:00)
2023,02,04,138647,100826,70005,30821,44,2023/02/04(01:00)
2023,02,03,138647,101103,84290,16813,19.9,2023/02/03(10:00)
2023,02,02,138647,101827,83228,18599,22.3,2023/02/02(09:00)
2023,02,01,138647,102478,81652,20826,25.5,2023/02/01(10:00)
2023,01,31,138643,101699,84058,17641,21,2023/01/31(09:00)
2023,01,30,138643,101644,83568,18076,21.6,2023/01/30(09:00)
2023,01,29,138643,98222,69956,28266,40.4,2023/01/29(19:00)
2023,01,28,138643,98523,74081,24442,33,2023/01/28(19:00)
2023,01,27,138643,103908,89833,14075,15.7,2023/01/27(10:00)
2023,01,26,138399,103138,92613,10525,11.4,2023/01/26(11:00)
2023,01,25,138399,103636,87275,16361,18.7,2023/01/25(18:00)
2023,01,24,138399,101038,72643,28395,39.1,2023/01/24(19:00)
2023,01,23,138399,100500,62575,37925,60.6,2023/01/23(23:00)
2023,01,22,138399,98334,60143,38191,63.5,2023/01/22(23:00)
2023,01,21,138399,99057,68910,30147,43.7,2023/01/21(01:00)
2023,01,20,138399,105249,81244,24005,29.5,2023/01/20(10:00)
2023,01,19,138399,103674,84465,19209,22.7,2023/01/19(09:00)
2023,01,18,138399,104805,85627,19178,22.4,2023/01/18(10:00)
2023,01,17,138280,107179,86815,20364,23.5,2023/01/17(10:00)
2023,01,16,138280,106545,84582,21963,26,2023/01/16(18:00)
2023,01,15,138280,103949,69166,34783,50.3,2023/01/15(19:00)
2023,01,14,138280,102803,69388,33415,48.2,2023/01/14(11:00)
2023,01,13,138280,104134,81907,22227,27.1,2023/01/13(11:00)
2023,01,12,138280,105269,82287,22982,27.9,2023/01/12(09:00)
2023,01,11,138280,103840,83078,20762,25,2023/01/11(09:00)
2023,01,10,138193,103335,83973,19362,23.1,2023/01/10(09:00)
2023,01,09,138193,102864,84683,18181,21.5,2023/01/09(10:00)
2023,01,08,138193,98882,68090,30792,45.2,2023/01/08(19:00)
2023,01,07,138193,97543,70729,26814,37.9,2023/01/07(19:00)
2023,01,06,138193,100386,86606,13780,15.9,2023/01/06(10:00)
2023,01,05,138193,103422,89012,14410,16.2,2023/01/05(10:00)
2023,01,04,138193,105387,87191,18196,20.9,2023/01/04(10:00)
2023,01,03,138018,103751,87110,16641,19.1,2023/01/03(09:00)
2023,01,02,138018,104849,85269,19580,23,2023/01/02(18:00)
2023,01,01,138018,103636,66465,37171,55.9,2023/01/01(19:00)
2022,12,31,138018,102234,68466,33768,49.3,2022/12/31(01:00)
2022,12,30,138018,104511,83307,21204,25.5,2022/12/30(10:00)
2022,12,29,138018,103136,86768,16368,18.9,2022/12/29(09:00)
2022,12,28,138018,103841,88939,14902,16.8,2022/12/28(10:00)
2022,12,27,137938,105048,89282,15766,17.7,2022/12/27(10:00)
2022,12,26,137938,103765,89935,13830,15.4,2022/12/26(10:00)
2022,12,25,137938,103170,71213,31957,44.9,2022/12/25(19:00)
2022,12,24,137938,101805,75010,26795,35.7,2022/12/24(11:00)
2022,12,23,137938,105628,94509,11119,11.8,2022/12/23(11:00)
2022,12,22,137938,104749,92999,11750,12.6,2022/12/22(17:00)
2022,12,21,137938,103274,92698,10576,11.4,2022/12/21(11:00)
2022,12,20,137875,104369,90571,13798,15.2,2022/12/20(10:00)
2022,12,19,137875,103828,91710,12118,13.2,2022/12/19(17:00)
2022,12,18,137875,101564,73852,27712,37.5,2022/12/18(19:00)
2022,12,17,137875,101175,74303,26872,36.2,2022/12/17(18:00)
2022,12,16,137875,101510,89583,11927,13.3,2022/12/16(10:00)
2022,12,15,137875,102168,88874,13294,15,2022/12/15(10:00)
2022,12,14,137875,100637,90128,10509,11.7,2022/12/14(10:00)
2022,12,13,137861,98308,85195,13113,15.4,2022/12/13(17:00)
2022,12,12,137861,97985,83311,14674,17.6,2022/12/12(17:00)
2022,12,11,137861,96222,65907,30315,46,2022/12/11(19:00)
2022,12,10,137861,93012,67446,25566,37.9,2022/12/10(18:00)
2022,12,09,137861,97136,82223,14913,18.1,2022/12/09(10:00)
2022,12,08,137861,97385,81462,15923,19.5,2022/12/08(09:00)
2022,12,07,137861,96563,82135,14428,17.6,2022/12/07(09:00)
2022,12,06,136268,97332,84058,13274,15.8,2022/12/06(10:00)
2022,12,05,136268,96977,83990,12987,15.5,2022/12/05(10:00)
2022,12,04,136268,94440,67707,26733,39.5,2022/12/04(19:00)
2022,12,03,136268,92219,67989,24230,35.6,2022/12/03(01:00)
2022,12,02,136268,94957,80829,14128,17.5,2022/12/02(09:00)
2022,12,01,136268,96487,83052,13435,16.2,2022/12/01(17:00)
2022,11,30,136268,92682,82117,10565,12.9,2022/11/30(17:00)
2022,11,29,136249,91100,75720,15380,20.3,2022/11/29(17:00)
2022,11,28,136249,87897,74855,13042,17.4,2022/11/28(17:00)
2022,11,27,136249,87912,61147,26765,43.8,2022/11/27(19:00)
2022,11,26,136249,86934,61907,25027,40.4,2022/11/26(19:00)
2022,11,25,136249,87034,70886,16148,22.8,2022/11/25(09:00)
2022,11,24,136249,85945,72420,13525,18.7,2022/11/24(09:00)
2022,11,23,136249,85867,71774,14093,19.6,2022/11/23(09:00)
2022,11,22,136207,86178,74117,12061,16.3,2022/11/22(17:00)
2022,11,21,136207,86966,71811,15155,21.1,2022/11/21(17:00)
2022,11,20,136207,85105,60057,25048,41.7,2022/11/20(19:00)
2022,11,19,136207,83590,60856,22734,37.4,2022/11/19(19:00)
2022,11,18,136207,84158,70458,13700,19.4,2022/11/18(17:00)
2022,11,17,136207,85468,71642,13826,19.3,2022/11/17(18:00)
2022,11,16,136207,86564,71687,14877,20.8,2022/11/16(17:00)
2022,11,15,136200,86049,72431,13618,18.8,2022/11/15(17:00)
2022,11,14,136200,85353,71165,14188,19.9,2022/11/14(17:00)
2022,11,13,136200,83142,60054,23088,38.4,2022/11/13(19:00)
2022,11,12,136200,81862,60675,21187,34.9,2022/11/12(19:00)
2022,11,11,136200,82359,69415,12944,18.6,2022/11/11(17:00)
2022,11,10,136200,83233,69764,13469,19.3,2022/11/10(09:00)
2022,11,09,136200,83208,69966,13242,18.9,2022/11/09(17:00)
2022,11,08,136031,84526,69806,14720,21.1,2022/11/08(18:00)
2022,11,07,136031,85170,71020,14150,19.9,2022/11/07(17:00)
2022,11,06,136031,83073,59724,23349,39.1,2022/11/06(19:00)
2022,11,05,136031,84711,61328,23383,38.1,2022/11/05(19:00)
2022,11,04,136031,84682,70733,13949,19.7,2022/11/04(18:00)
2022,11,03,136031,84448,71242,13206,18.5,2022/11/03(17:00)
2022,11,02,136031,84799,69282,15517,22.4,2022/11/02(18:00)
2022,11,01,136031,82712,69729,12983,18.6,2022/11/01(19:00)
2022,10,31,136031,86565,69769,16796,24.1,2022/10/31(19:00)
2022,10,30,134823,83152,58605,24547,41.9,2022/10/30(19:00)
2022,10,29,134823,82677,59900,22777,38,2022/10/29(19:00)
2022,10,28,134823,84939,68956,15983,23.2,2022/10/28(18:00)
2022,10,27,134823,85104,70573,14531,20.6,2022/10/27(19:00)
2022,10,26,134823,84774,70052,14722,21,2022/10/26(19:00)
2022,10,25,134823,85434,70495,14939,21.2,2022/10/25(19:00)
2022,10,24,134823,83828,70139,13689,19.5,2022/10/24(19:00)
2022,10,23,134823,82226,58500,23726,40.6,2022/10/23(19:00)
2022,10,22,134823,80425,60433,19992,33.1,2022/10/22(19:00)
2022,10,21,134823,83851,69240,14611,21.1,2022/10/21(19:00)
2022,10,20,134823,84256,70976,13280,18.7,2022/10/20(19:00)
2022,10,19,134823,85998,70250,15748,22.4,2022/10/19(19:00)
2022,10,18,134824,86919,70701,16218,22.9,2022/10/18(19:00)
2022,10,17,134824,86767,70021,16746,23.9,2022/10/17(19:00)
2022,10,16,134824,84594,59248,25346,42.8,2022/10/16(19:00)
2022,10,15,134824,82961,60625,22336,36.8,2022/10/15(19:00)
2022,10,14,134824,82757,69004,13753,19.9,2022/10/14(19:00)
2022,10,13,134824,83262,70316,12946,18.4,2022/10/13(19:00)
2022,10,12,134797,83927,69872,14055,20.1,2022/10/12(19:00)
2022,10,11,134797,84595,70344,14251,20.3,2022/10/11(19:00)
2022,10,10,134797,84696,62700,21996,35.1,2022/10/10(20:00)
2022,10,09,134797,86454,58315,28139,48.3,2022/10/09(19:00)
2022,10,08,134797,85508,59871,25637,42.8,2022/10/08(19:00)
2022,10,07,134797,87225,68983,18242,26.4,2022/10/07(19:00)
2022,10,06,134797,86440,70544,15896,22.5,2022/10/06(19:00)
2022,10,05,134768,85928,70074,15854,22.6,2022/10/05(19:00)
2022,10,04,134768,86098,72544,13554,18.7,2022/10/04(10:00)
2022,10,03,134768,86928,66998,19930,29.7,2022/10/03(19:00)
2022,10,02,134768,84572,59834,24738,41.3,2022/10/02(19:00)
2022,10,01,134768,83632,61848,21784,35.2,2022/10/01(19:00)
2022,09,30,134768,88547,71844,16703,23.2,2022/09/30(18:00)
2022,09,29,134768,87139,73018,14121,19.3,2022/09/29(18:00)
2022,09,28,134725,88782,72806,15976,21.9,2022/09/28(17:00)
2022,09,27,134725,88928,72742,16186,22.3,2022/09/27(19:00)
2022,09,26,134725,89385,71400,17985,25.2,2022/09/26(17:00)
2022,09,25,134725,87931,59920,28011,46.7,2022/09/25(20:00)
2022,09,24,134725,87890,61033,26857,44,2022/09/24(20:00)
2022,09,23,134725,89172,70071,19101,27.3,2022/09/23(17:00)
2022,09,22,134725,87478,72184,15294,21.2,2022/09/22(19:00)
2022,09,21,134725,87357,72071,15286,21.2,2022/09/21(18:00)
2022,09,20,134719,88671,73548,15123,20.6,2022/09/20(17:00)
2022,09,19,134719,92433,78589,13844,17.6,2022/09/19(17:00)
2022,09,18,134719,89824,70720,19104,27,2022/09/18(20:00)
2022,09,17,134719,87077,71108,15969,22.5,2022/09/17(20:00)
2022,09,16,134719,91923,82122,9801,11.9,2022/09/16(17:00)
2022,09,15,134719,91430,79407,12023,15.1,2022/09/15(17:00)
2022,09,14,134702,93018,76406,16612,21.7,2022/09/14(17:00)
2022,09,13,134702,92082,75687,16395,21.7,2022/09/13(17:00)
2022,09,12,134702,91334,61790,29544,47.8,2022/09/12(20:00)
2022,09,11,134702,91779,57250,34529,60.3,2022/09/11(20:00)
2022,09,10,134702,93326,53936,39390,73,2022/09/10(20:00)
2022,09,09,134702,94422,57303,37119,64.8,2022/09/09(20:00)
2022,09,08,134702,95199,67681,27518,40.7,2022/09/08(20:00)
2022,09,07,134702,98348,73807,24541,33.3,2022/09/07(18:00)
2022,09,06,134695,97699,73602,24097,32.7,2022/09/06(18:00)
2022,09,05,134695,97945,79872,18073,22.6,2022/09/05(15:00)
2022,09,04,134695,97062,67901,29161,42.9,2022/09/04(20:00)
2022,09,03,134695,95712,67164,28548,42.5,2022/09/03(20:00)
2022,09,02,134695,99473,77142,22331,28.9,2022/09/02(17:00)
2022,09,01,134695,98608,78089,20519,26.3,2022/09/01(17:00)
2022,08,31,134695,99257,74990,24267,32.4,2022/08/31(11:00)
2022,08,30,134509,99404,77097,22307,28.9,2022/08/30(15:00)
2022,08,29,134509,98962,75328,23634,31.4,2022/08/29(15:00)
2022,08,28,134509,96902,64155,32747,51,2022/08/28(20:00)
2022,08,27,134509,97877,64721,33156,51.2,2022/08/27(20:00)
2022,08,26,134509,102136,77935,24201,31.1,2022/08/26(17:00)
2022,08,25,134509,102008,79448,22560,28.4,2022/08/25(17:00)
2022,08,24,134509,101820,79100,22720,28.7,2022/08/24(11:00)
2022,08,23,134462,101268,86792,14476,16.7,2022/08/23(15:00)
2022,08,22,134462,102558,86842,15716,18.1,2022/08/22(17:00)
2022,08,21,134462,96045,73895,22150,30,2022/08/21(20:00)
2022,08,20,134462,95284,76241,19043,25,2022/08/20(20:00)
2022,08,19,134462,100632,86684,13948,16.1,2022/08/19(17:00)
2022,08,18,134462,101828,83585,18243,21.8,2022/08/18(18:00)
2022,08,17,134446,101195,84518,16677,19.7,2022/08/17(18:00)
2022,08,16,134446,101402,86440,14962,17.3,2022/08/16(17:00)
2022,08,15,134446,99379,80123,19256,24,2022/08/15(20:00)
2022,08,14,134446,95386,74228,21158,28.5,2022/08/14(20:00)
2022,08,13,134446,95281,73971,21310,28.8,2022/08/13(20:00)
2022,08,12,134446,100802,85622,15180,17.7,2022/08/12(18:00)
2022,08,11,134446,100101,85488,14613,17.1,2022/08/11(11:00)
2022,08,10,134446,100922,85666,15256,17.8,2022/08/10(15:00)
2022,08,09,134417,100864,88479,12385,14,2022/08/09(18:00)
2022,08,08,134417,100691,89263,11428,12.8,2022/08/08(17:00)
2022,08,07,134417,100210,78998,21212,26.9,2022/08/07(20:00)
2022,08,06,134417,100321,80391,19930,24.8,2022/08/06(20:00)
2022,08,05,134417,102311,86550,15761,18.2,2022/08/05(18:00)
2022,08,04,134417,101790,85866,15924,18.5,2022/08/04(18:00)
2022,08,03,134417,100831,81174,19657,24.2,2022/08/03(18:00)
2022,08,02,134291,99741,77981,21760,27.9,2022/08/02(20:00)
2022,08,01,134291,99761,80055,19706,24.6,2022/08/01(18:00)
2022,07,31,134291,97211,72224,24987,34.6,2022/07/31(20:00)
2022,07,30,134291,96642,76651,19991,26.1,2022/07/30(20:00)
2022,07,29,134291,101383,87601,13782,15.7,2022/07/29(17:00)
2022,07,28,134291,100467,87405,13062,14.9,2022/07/28(18:00)
2022,07,27,134291,100687,85507,15180,17.8,2022/07/27(18:00)
2022,07,26,134269,100295,87347,12948,14.8,2022/07/26(18:00)
2022,07,25,134269,99610,84338,15272,18.1,2022/07/25(18:00)
2022,07,24,134269,96305,69817,26488,37.9,2022/07/24(20:00)
2022,07,23,134269,96461,70266,26195,37.3,2022/07/23(20:00)
2022,07,22,134269,100057,80509,19548,24.3,2022/07/22(17:00)
2022,07,21,134269,99835,82156,17679,21.5,2022/07/21(15:00)
2022,07,20,134269,99728,85756,13972,16.3,2022/07/20(18:00)
2022,07,19,134266,99472,84631,14841,17.5,2022/07/19(18:00)
2022,07,18,134266,97680,83578,14102,16.9,2022/07/18(15:00)
2022,07,17,134266,96711,70356,26355,37.5,2022/07/17(21:00)
2022,07,16,134266,96946,71327,25619,35.9,2022/07/16(20:00)
2022,07,15,134266,100653,83272,17381,20.9,2022/07/15(17:00)
2022,07,14,134266,100515,85530,14985,17.5,2022/07/14(18:00)
2022,07,13,134266,100299,85034,15265,18,2022/07/13(15:00)
2022,07,12,134239,99071,87250,11821,13.5,2022/07/12(17:00)
2022,07,11,134239,100015,86943,13072,15,2022/07/11(17:00)
2022,07,10,134239,96494,75168,21326,28.4,2022/07/10(20:00)
2022,07,09,134239,96076,75216,20860,27.7,2022/07/09(20:00)
2022,07,08,134239,99997,86475,13522,15.6,2022/07/08(17:00)
2022,07,07,134239,99716,92990,6726,7.2,2022/07/07(17:00)
2022,07,06,134239,99959,91938,8021,8.7,2022/07/06(18:00)
2022,07,05,134237,99463,90855,8608,9.5,2022/07/05(17:00)
2022,07,04,134237,99188,89337,9851,11,2022/07/04(17:00)
2022,07,03,134237,87495,74464,13031,17.5,2022/07/03(20:00)
2022,07,02,134237,88500,74974,13526,18,2022/07/02(20:00)
2022,07,01,134237,93231,83309,9922,11.9,2022/07/01(18:00)
2022,06,30,134237,93599,82731,10868,13.1,2022/06/30(17:00)
2022,06,29,134237,95432,84492,10940,12.9,2022/06/29(17:00)
2022,06,28,134092,93797,84057,9740,11.6,2022/06/28(17:00)
2022,06,27,134092,94364,84739,9625,11.4,2022/06/27(17:00)
2022,06,26,134092,86439,68906,17533,25.4,2022/06/26(21:00)
2022,06,25,134092,84436,69554,14882,21.4,2022/06/25(20:00)
2022,06,24,134092,92119,76118,16001,21,2022/06/24(17:00)
2022,06,23,134092,91404,83449,7955,9.5,2022/06/23(15:00)
2022,06,22,134092,91108,80941,10167,12.6,2022/06/22(17:00)
2022,06,21,134066,91094,81164,9930,12.2,2022/06/21(17:00)
2022,06,20,134066,87774,77816,9958,12.8,2022/06/20(18:00)
2022,06,19,134066,85859,64404,21455,33.3,2022/06/19(21:00)
2022,06,18,134066,85104,64277,20827,32.4,2022/06/18(20:00)
2022,06,17,134066,87896,73461,14435,19.6,2022/06/17(17:00)
2022,06,16,134066,85906,70925,14981,21.1,2022/06/16(19:00)
2022,06,15,134066,85748,69275,16473,23.8,2022/06/15(18:00)
2022,06,14,134060,86350,71477,14873,20.8,2022/06/14(17:00)
2022,06,13,134060,87376,71248,16128,22.6,2022/06/13(18:00)
2022,06,12,134060,82389,61303,21086,34.4,2022/06/12(21:00)
2022,06,11,134060,81919,62034,19885,32.1,2022/06/11(21:00)
2022,06,10,134060,85397,71317,14080,19.7,2022/06/10(17:00)
2022,06,09,134060,86254,69993,16261,23.2,2022/06/09(18:00)
2022,06,08,134060,85703,68480,17223,25.2,2022/06/08(20:00)
2022,06,07,134186,85109,70522,14587,20.7,2022/06/07(17:00)
2022,06,06,134186,83093,61814,21279,34.4,2022/06/06(21:00)
2022,06,05,134186,80301,58600,21701,37,2022/06/05(20:00)
2022,06,04,134186,82590,62408,20182,32.3,2022/06/04(21:00)
2022,06,03,134186,84094,72128,11966,16.6,2022/06/03(17:00)
2022,06,02,134186,83606,71717,11889,16.6,2022/06/02(18:00)
2022,06,01,134186,79189,64790,14399,22.2,2022/06/01(20:00)
2022,05,31,133917,84553,69888,14665,21,2022/05/31(18:00)
2022,05,30,133917,84474,73134,11340,15.5,2022/05/30(17:00)
2022,05,29,133917,79357,60948,18409,30.2,2022/05/29(21:00)
2022,05,28,133917,76955,61733,15222,24.7,2022/05/28(21:00)
2022,05,27,133917,82016,68961,13055,18.9,2022/05/27(19:00)
2022,05,26,133917,82378,69479,12899,18.6,2022/05/26(19:00)
2022,05,25,133917,82910,72539,10371,14.3,2022/05/25(17:00)
2022,05,24,133917,81847,72576,9271,12.8,2022/05/24(18:00)
2022,05,23,133917,81075,72122,8953,12.4,2022/05/23(17:00)
2022,05,22,133917,77792,60230,17562,29.2,2022/05/22(21:00)
2022,05,21,133917,73392,60962,12430,20.4,2022/05/21(21:00)
2022,05,20,133917,78019,68019,10000,14.7,2022/05/20(20:00)
2022,05,19,133917,78739,68981,9758,14.1,2022/05/19(20:00)
2022,05,18,133917,80022,69000,11022,16,2022/05/18(19:00)
2022,05,17,133917,78740,69598,9142,13.1,2022/05/17(20:00)
2022,05,16,133917,81117,68158,12959,19,2022/05/16(20:00)
2022,05,15,133917,80194,58322,21872,37.5,2022/05/15(21:00)
2022,05,14,133917,77018,59523,17495,29.4,2022/05/14(21:00)
2022,05,13,133917,81648,70215,11433,16.3,2022/05/13(15:00)
2022,05,12,133917,78815,69519,9296,13.4,2022/05/12(20:00)
2022,05,11,133917,82127,69284,12843,18.5,2022/05/11(18:00)
2022,05,10,133917,81916,68449,13467,19.7,2022/05/10(20:00)
2022,05,09,133917,82664,68295,14369,21,2022/05/09(20:00)
2022,05,08,133917,78693,57573,21120,36.7,2022/05/08(21:00)
2022,05,07,133917,74588,58240,16348,28.1,2022/05/07(21:00)
2022,05,06,133917,83815,65275,18540,28.4,2022/05/06(20:00)
2022,05,05,133917,82440,62398,20042,32.1,2022/05/05(21:00)
2022,05,04,133917,84671,66896,17775,26.6,2022/05/04(20:00)
2022,05,03,133680,85122,68221,16901,24.8,2022/05/03(20:00)
2022,05,02,133680,84804,67357,17447,25.9,2022/05/02(20:00)
2022,05,01,133680,80599,57624,22975,39.9,2022/05/01(21:00)
2022,04,30,133680,81336,58925,22411,38,2022/04/30(21:00)
2022,04,29,133680,83895,67684,16211,24,2022/04/29(09:00)
2022,04,28,133680,82861,68086,14775,21.7,2022/04/28(20:00)
2022,04,27,133680,83673,67404,16269,24.1,2022/04/27(20:00)
2022,04,26,133680,81625,69997,11628,16.6,2022/04/26(17:00)
2022,04,25,133680,82516,69646,12870,18.5,2022/04/25(17:00)
2022,04,24,133680,77599,58501,19098,32.6,2022/04/24(20:00)
2022,04,23,133680,77509,58909,18600,31.6,2022/04/23(20:00)
2022,04,22,133680,82377,67015,15362,22.9,2022/04/22(20:00)
2022,04,21,133680,82006,68547,13459,19.6,2022/04/21(20:00)
2022,04,20,133680,82087,67702,14385,21.2,2022/04/20(20:00)
2022,04,19,133680,82152,68498,13654,19.9,2022/04/19(20:00)
2022,04,18,133680,80747,67906,12841,18.9,2022/04/18(20:00)
2022,04,17,133680,77578,58749,18829,32,2022/04/17(21:00)
2022,04,16,133680,77102,59944,17158,28.6,2022/04/16(20:00)
2022,04,15,133680,83940,67132,16808,25,2022/04/15(20:00)
2022,04,14,133680,84050,71334,12716,17.8,2022/04/14(10:00)
2022,04,13,133680,84457,71879,12578,17.5,2022/04/13(17:00)
2022,04,12,133680,84159,69958,14201,20.3,2022/04/12(19:00)
2022,04,11,133680,83037,68821,14216,20.7,2022/04/11(20:00)
2022,04,10,133680,79188,58490,20698,35.4,2022/04/10(20:00)
2022,04,09,133680,78558,60137,18421,30.6,2022/04/09(20:00)
2022,04,08,133680,84389,67293,17096,25.4,2022/04/08(20:00)
2022,04,07,133561,84039,69860,14179,20.3,2022/04/07(20:00)
2022,04,06,133561,83820,69222,14598,21.1,2022/04/06(20:00)
2022,04,05,133561,84085,70446,13639,19.4,2022/04/05(20:00)
2022,04,04,133561,84320,69891,14429,20.6,2022/04/04(20:00)
2022,04,03,133561,81121,60331,20790,34.5,2022/04/03(21:00)
2022,04,02,133561,81417,61732,19685,31.9,2022/04/02(20:00)
2022,04,01,133561,86929,68838,18091,26.3,2022/04/01(20:00)
2022,03,31,133561,83397,70618,12779,18.1,2022/03/31(20:00)
2022,03,30,133561,83144,71112,12032,16.9,2022/03/30(17:00)
2022,03,29,133561,83223,70311,12912,18.4,2022/03/29(20:00)
2022,03,28,133561,83826,70765,13061,18.5,2022/03/28(20:00)
2022,03,27,133561,81196,60623,20573,33.9,2022/03/27(20:00)
2022,03,26,133561,78264,62291,15973,25.6,2022/03/26(10:00)
2022,03,25,133561,84019,71135,12884,18.1,2022/03/25(09:00)
2022,03,24,133561,83716,73156,10560,14.4,2022/03/24(09:00)
2022,03,23,133561,89033,78233,10800,13.8,2022/03/23(10:00)
2022,03,22,133561,86161,73197,12964,17.7,2022/03/22(20:00)
2022,03,21,133561,86078,74381,11697,15.7,2022/03/21(17:00)
2022,03,20,133561,83653,62882,20771,33,2022/03/20(20:00)
2022,03,19,133561,84686,66838,17848,26.7,2022/03/19(11:00)
2022,03,18,133561,89903,76980,12923,16.8,2022/03/18(10:00)
2022,03,17,133561,87346,75585,11761,15.6,2022/03/17(10:00)
2022,03,16,133561,87501,70966,16535,23.3,2022/03/16(09:00)
2022,03,15,133561,92568,71988,20580,28.6,2022/03/15(19:00)
2022,03,14,133561,91813,76789,15024,19.6,2022/03/14(15:00)
2022,03,13,133561,83055,61436,21619,35.2,2022/03/13(20:00)
2022,03,12,133561,83382,62114,21268,34.2,2022/03/12(20:00)
2022,03,11,133561,91552,74509,17043,22.9,2022/03/11(10:00)
2022,03,10,133561,93595,73841,19754,26.8,2022/03/10(09:00)
2022,03,09,133561,92928,67781,25147,37.1,2022/03/09(20:00)
2022,03,08,133561,90369,76762,13607,17.7,2022/03/08(09:00)
2022,03,07,133069,88990,77345,11645,15.1,2022/03/07(10:00)
2022,03,06,133069,81233,64675,16558,25.6,2022/03/06(20:00)
2022,03,05,133069,82102,66375,15727,23.7,2022/03/05(20:00)
2022,03,04,133069,89526,78189,11337,14.5,2022/03/04(09:00)
2022,03,03,133069,91888,77182,14706,19.1,2022/03/03(09:00)
2022,03,02,133069,93798,77502,16296,21,2022/03/02(09:00)
2022,03,01,133069,92392,69920,22472,32.1,2022/03/01(20:00)
2022,02,28,133069,91911,73959,17952,24.3,2022/02/28(09:00)
2022,02,27,133069,95229,64965,30264,46.6,2022/02/27(20:00)
2022,02,26,133069,97176,67374,29802,44.2,2022/02/26(01:00)
2022,02,25,133069,98432,80824,17608,21.8,2022/02/25(09:00)
2022,02,24,133069,97557,83453,14104,16.9,2022/02/24(09:00)
2022,02,23,133069,98038,85489,12549,14.7,2022/02/23(10:00)
2022,02,22,133069,96702,83248,13454,16.2,2022/02/22(19:00)
2022,02,21,133069,97347,82900,14447,17.4,2022/02/21(17:00)
2022,02,20,133069,96907,69627,27280,39.2,2022/02/20(20:00)
2022,02,19,133069,98848,70632,28216,39.9,2022/02/19(11:00)
2022,02,18,133069,100716,84164,16552,19.7,2022/02/18(09:00)
2022,02,17,133069,103184,86434,16750,19.4,2022/02/17(10:00)
2022,02,16,133069,103942,86687,17255,19.9,2022/02/16(10:00)
2022,02,15,133069,104682,83893,20789,24.8,2022/02/15(10:00)
2022,02,14,133069,103073,79225,23848,30.1,2022/02/14(10:00)
2022,02,13,133069,100238,65396,34842,53.3,2022/02/13(20:00)
2022,02,12,133069,100573,67542,33031,48.9,2022/02/12(09:00)
2022,02,11,133069,102618,81928,20690,25.3,2022/02/11(09:00)
2022,02,10,133069,103674,81626,22048,27,2022/02/10(09:00)
2022,02,09,133069,101527,83819,17708,21.1,2022/02/09(09:00)
2022,02,08,133069,102163,85352,16811,19.7,2022/02/08(10:00)
2022,02,07,133069,100103,87351,12752,14.6,2022/02/07(17:00)
2022,02,06,133069,100922,69718,31204,44.8,2022/02/06(19:00)
2022,02,05,133069,100908,73089,27819,38.1,2022/02/05(19:00)
2022,02,04,133069,102340,82614,19726,23.9,2022/02/04(17:00)
